db_id	question	hardness	query
bisiklet_1	Kaç tane farklı bisiklet numarası var?	easy	SELECT count(DISTINCT bisiklet_no) FROM gezi
bisiklet_1	İstasyonların bulunduğu farklı şehirlerin sayısı nedir?	easy	SELECT count(DISTINCT şehir) FROM istasyon
bisiklet_1	Bu istasyonlar kaç farklı şehirde bulunuyor?	easy	SELECT count(DISTINCT şehir) FROM istasyon
bisiklet_1	Mountain View şehrinin kaç tane istasyonu var?	easy	"SELECT COUNT(*) FROM istasyon WHERE şehir = ""Mountain View"""
bisiklet_1	Mountain View'de kaç farklı istasyon vardır?	easy	"SELECT COUNT(*) FROM istasyon WHERE şehir = ""Mountain View"""
bisiklet_1	7 mevcut bisikleti olan istasyonların isimlerini döndür.	medium	SELECT DISTINCT T1.istasyon_ismi FROM istasyon AS T1 JOIN durum AS T2 ON T1.istasyon_no = T2.istasyon_no WHERE T2.mevcut_bisikletler = 7
bisiklet_1	Mevcut 7 bisikleti olan her istasyonun farklı isimleri nelerdir?	medium	SELECT DISTINCT T1.istasyon_ismi FROM istasyon AS T1 JOIN durum AS T2 ON T1.istasyon_no = T2.istasyon_no WHERE T2.mevcut_bisikletler = 7
bisiklet_1	Ağustos'dan başlayarak, hangi başlangıç istasyonunun gezi sayısı en fazladır? Bana istasyonun ismini ve kimliğini ver.	extra	"SELECT başlangıç_istasyonu_ismi , başlangıç_istasyonu_no FROM gezi WHERE başlangıç_tarihi LIKE ""8/%"" GROUP BY başlangıç_istasyonu_ismi ORDER BY COUNT(*) DESC LIMIT 1"
bisiklet_1	Ağustos'ta en çok başlangıç gezilerine sahip olan başlangıç istasyonunun ismi ve numarası nedir?	extra	"SELECT başlangıç_istasyonu_ismi , başlangıç_istasyonu_no FROM gezi WHERE başlangıç_tarihi LIKE ""8/%"" GROUP BY başlangıç_istasyonu_ismi ORDER BY COUNT(*) DESC LIMIT 1"
bisiklet_1	94002 zip kodunda en sık hangi bisiklet dolaşmaktadır?	extra	SELECT bisiklet_no FROM gezi WHERE zip_kodu = 94002 GROUP BY bisiklet_no ORDER BY COUNT(*) DESC LIMIT 1
bisiklet_1	94002 posta kodlu yerde en fazla gezmiş bisikletin kimliği nedir?	extra	SELECT bisiklet_no FROM gezi WHERE zip_kodu = 94002 GROUP BY bisiklet_no ORDER BY COUNT(*) DESC LIMIT 1
bisiklet_1	Kaç günün ortalama nem 50'den fazla ve ortalama görüş mesafesi 8'den fazladır?	medium	SELECT COUNT(*) FROM hava_durumu WHERE ortalama_nem > 50 AND ortalama_görüş_mesafesi_mil > 8
bisiklet_1	Ortalama nemin 50'den fazla ve ortalama görüş 8'den fazla olan günlerin sayısı nedir?	medium	SELECT COUNT(*) FROM hava_durumu WHERE ortalama_nem > 50 AND ortalama_görüş_mesafesi_mil > 8
bisiklet_1	En kısa gezinin başlandığı istasyonun şehrinin enlemi ve boylamı nedir?	hard	SELECT T1.enlem , T1.boylam , T1.şehir FROM istasyon AS T1 JOIN gezi AS T2 ON T1.istasyon_no = T2.başlangıç_istasyonu_no ORDER BY T2.süre LIMIT 1
bisiklet_1	En kısa gezinin başladığı istasyonun enlem, boylam ve şehri nedir?	hard	SELECT T1.enlem , T1.boylam , T1.şehir FROM istasyon AS T1 JOIN gezi AS T2 ON T1.istasyon_no = T2.başlangıç_istasyonu_no ORDER BY T2.süre LIMIT 1
bisiklet_1	San Francisco'da bulunan ve ortalama mevcut bisiklet sayısı 10'dan fazla olan istasyonların numaraları nelerdir?	hard	"SELECT istasyon_no FROM istasyon WHERE şehir = ""San Francisco"" INTERSECT SELECT istasyon_no FROM durum GROUP BY istasyon_no HAVING avg(mevcut_bisikletler) > 10"
bisiklet_1	Normalde 10'dan fazla bisikletin müsait olduğu San Francisco'daki istasyonların kimlikleri nelerdir?	hard	"SELECT istasyon_no FROM istasyon WHERE şehir = ""San Francisco"" INTERSECT SELECT istasyon_no FROM durum GROUP BY istasyon_no HAVING avg(mevcut_bisikletler) > 10"
bisiklet_1	Ortalama 14'ten fazla bisikleti olan veya Aralık'ta kurulmuş olan istasyonların isimleri ve numaraları nedir?	extra	"SELECT T1.istasyon_ismi , T1.istasyon_no FROM istasyon AS T1 JOIN durum AS T2 ON T1.istasyon_no = T2.istasyon_no GROUP BY T2.istasyon_no HAVING avg(T2.mevcut_bisikletler) > 14 UNION SELECT istasyon_ismi , istasyon_no FROM istasyon WHERE kuruluş_tarihi LIKE ""12/%"""
bisiklet_1	Ortalamada 14'ten fazla bisikletin mevcut olduğu veya bisikletlerin Aralıkta takıldığı bütün istasyonların isimleri ve numaraları nelerdir?	extra	"SELECT T1.istasyon_ismi , T1.istasyon_no FROM istasyon AS T1 JOIN durum AS T2 ON T1.istasyon_no = T2.istasyon_no GROUP BY T2.istasyon_no HAVING avg(T2.mevcut_bisikletler) > 14 UNION SELECT istasyon_ismi , istasyon_no FROM istasyon WHERE kuruluş_tarihi LIKE ""12/%"""
bisiklet_1	94107 posta kodlu bölgenin en yaygın 3 bulut örtüsü nedir?	extra	SELECT bulut_örtüsü FROM hava_durumu WHERE zip_kodu = 94107 GROUP BY bulut_örtüsü ORDER BY COUNT (*) DESC LIMIT 3
bisiklet_1	94108 posta kodlu bölgenin en yaygın 3 bulut örtüsü nedir?	extra	SELECT bulut_örtüsü FROM hava_durumu WHERE zip_kodu = 94107 GROUP BY bulut_örtüsü ORDER BY COUNT (*) DESC LIMIT 3
bisiklet_1	Ortalama deniz seviyesi basıncı en az olan zip kodu hangisidir?	hard	SELECT zip_kodu FROM hava_durumu GROUP BY zip_kodu ORDER BY avg(ortalama_deniz_seviyesi_basıncı_inç) LIMIT 1
bisiklet_1	En az ortalama deniz seviyesi basıncına sahip yerin posta kodu nedir?	hard	SELECT zip_kodu FROM hava_durumu GROUP BY zip_kodu ORDER BY avg(ortalama_deniz_seviyesi_basıncı_inç) LIMIT 1
bisiklet_1	Palo Alto'da bulunmayan istasyonlarda ortalama bisiklet kullanılabilirliği nedir?	extra	"SELECT avg(mevcut_bisikletler) FROM durum WHERE istasyon_no NOT IN (SELECT istasyon_no FROM istasyon WHERE şehir = ""Palo Alto"")"
bisiklet_1	Palo Alto'da olmayan istasyonların ortalama bisiklet mevcudiyeti nedir?	extra	"SELECT avg(mevcut_bisikletler) FROM durum WHERE istasyon_no NOT IN (SELECT istasyon_no FROM istasyon WHERE şehir = ""Palo Alto"")"
bisiklet_1	Hiçbir zaman 10'dan fazla bisikletin müsait istasyonların ortalama boylamları nedir?	extra	SELECT avg(boylam) FROM istasyon WHERE istasyon_no NOT IN (SELECT istasyon_no FROM durum GROUP BY istasyon_no HAVING max(mevcut_bisikletler) > 10)
bisiklet_1	Hiçbir zaman 10'dan fazla bisikletin bulunmadığı istasyonların ortalama boylamı nedir?	extra	SELECT avg(boylam) FROM istasyon WHERE istasyon_no NOT IN (SELECT istasyon_no FROM durum GROUP BY istasyon_no HAVING max(mevcut_bisikletler) > 10)
bisiklet_1	Ne zaman ve hangi zip kodlarında maksimum sıcaklık 80'e ulaşmıştır?	medium	SELECT tarih , zip_kodu FROM hava_durumu WHERE maks_sıcaklık_f >= 80
bisiklet_1	80 veya daha yüksek maksimum sıcaklığa sahip istasyonların posta kodu nedir ve ne zaman bu sıcaklığa gelmiştir?	medium	SELECT tarih , zip_kodu FROM hava_durumu WHERE maks_sıcaklık_f >= 80
bisiklet_1	Ortalama sıcaklığın 60 derecenin üzerinde olduğu posta kodu bölgesinde gerçekleşen tüm seyahatlerin numaralarını ver.	medium	SELECT T1.gezi_no FROM gezi AS T1 JOIN hava_durumu AS T2 ON T1.zip_kodu = T2.zip_kodu GROUP BY T2.zip_kodu HAVING avg(T2.ortalama_sıcaklık_f) > 60
bisiklet_1	Her posta kodu için, ortalama sıcaklığın ortalamasının 60'dan fazla olduğu bütün gezilerin numaralarını bul.	medium	SELECT T1.gezi_no FROM gezi AS T1 JOIN hava_durumu AS T2 ON T1.zip_kodu = T2.zip_kodu GROUP BY T2.zip_kodu HAVING avg(T2.ortalama_sıcaklık_f) > 60
bisiklet_1	Her posta kodu için, maksimum rüzgar hızı kaç kere 25'e gelmiştir?	medium	SELECT zip_kodu , count(*) FROM hava_durumu WHERE maks_rüzgar_hızı_mils >= 25 GROUP BY zip_kodu
bisiklet_1	Her posta kodu için, maksimum rüzgar hızı kaç kez saatte 25 mile ulaştı?	medium	SELECT zip_kodu , count(*) FROM hava_durumu WHERE maks_rüzgar_hızı_mils >= 25 GROUP BY zip_kodu
bisiklet_1	Çiy noktası zip kodu 94107'deki herhangi bir çiy noktasından az olan hangi zip kodlarıdır ve hangi gündedir?	extra	SELECT tarih , zip_kodu FROM hava_durumu WHERE min_çiy_noktası_f < (SELECT min(min_çiy_noktası_f) FROM hava_durumu WHERE zip_kodu = 94107)
bisiklet_1	Hangi günler 94107 posta kodunun herhangi bir günündeki minimum çiy noktasından daha az çiy noktasına sahiptir ve bu hesaplamalar hangi posta kodlarında hesaplanmıştır?	extra	SELECT tarih , zip_kodu FROM hava_durumu WHERE min_çiy_noktası_f < (SELECT min(min_çiy_noktası_f) FROM hava_durumu WHERE zip_kodu = 94107)
bisiklet_1	Her gezi için bitiş istasyonunun kuruluş tarihini döndür.	medium	SELECT T1.gezi_no , T2.kuruluş_tarihi FROM gezi AS T1 JOIN istasyon AS T2 ON T1.varış_istasyonu_no = T2.istasyon_no
bisiklet_1	Bütün geziler için her varış istasyonunun kuruluş tarihi nedir?	medium	SELECT T1.gezi_no , T2.kuruluş_tarihi FROM gezi AS T1 JOIN istasyon AS T2 ON T1.varış_istasyonu_no = T2.istasyon_no
bisiklet_1	Park yeri sayısı en fazla istasyondan hangi gezi başlamıştır. Bana gezinin kimliğini ver.	hard	SELECT T1.gezi_no FROM gezi AS T1 JOIN istasyon AS T2 ON T1.başlangıç_istasyonu_no = T2.istasyon_no ORDER BY T2.park_yeri_sayısı DESC LIMIT 1
bisiklet_1	En fazla park yeri sayısına sahip istasyondan başlayan yolculuğun numarası nedir?	hard	SELECT T1.gezi_no FROM gezi AS T1 JOIN istasyon AS T2 ON T1.başlangıç_istasyonu_no = T2.istasyon_no ORDER BY T2.park_yeri_sayısı DESC LIMIT 1
bisiklet_1	San Farncisco şehrinde bitmemiş gezilerin sayısını say.	medium	"SELECT count(*) FROM gezi AS T1 JOIN istasyon AS T2 ON T1.varış_istasyonu_no = T2.istasyon_no WHERE T2.şehir != ""San Francisco"""
bisiklet_1	Kaç gezi San Francisco'da bitmedi?	medium	"SELECT count(*) FROM gezi AS T1 JOIN istasyon AS T2 ON T1.varış_istasyonu_no = T2.istasyon_no WHERE T2.şehir != ""San Francisco"""
bisiklet_1	94107 zip kodunda hangi gün ne sis ne de yağmur görülmedi?	medium	"SELECT tarih FROM hava_durumu WHERE zip_kodu = 94107 AND olaylar != ""Sis"" AND olaylar != ""Yağmur"""
bisiklet_1	94107 zip kodunda hangi günlerde yağmurlu veya sisli değildir?	medium	"SELECT tarih FROM hava_durumu WHERE zip_kodu = 94107 AND olaylar != ""Sis"" AND olaylar != ""Yağmur"""
bisiklet_1	Bisiklet mevcutluğu hiçbir zaman 7'nin altında olmayan ve 37.4'ten yüksek enleme sahip istasyonların kimlikleri nelerdir?	hard	SELECT istasyon_no FROM istasyon WHERE enlem > 37.4 EXCEPT SELECT istasyon_no FROM durum GROUP BY istasyon_no HAVING min(mevcut_bisikletler) < 7
bisiklet_1	Enlemi 3.4'ün üzerinde olan ve hiçbir zaman 7'den az bisikletin bulunmadığı tüm istasyonların numaraları nelerdir?	hard	SELECT istasyon_no FROM istasyon WHERE enlem > 37.4 EXCEPT SELECT istasyon_no FROM durum GROUP BY istasyon_no HAVING min(mevcut_bisikletler) < 7
bisiklet_1	Ortalama mevcut bisiklet sayısı 10'dan fazla ve San Jose şehrinde bulunmayan istasyonların isimleri nelerdir?	extra	"SELECT T1.istasyon_ismi FROM istasyon AS T1 JOIN durum AS T2 ON T1.istasyon_no = T2.istasyon_no GROUP BY T2.istasyon_no HAVING avg(mevcut_bisikletler) > 10 EXCEPT SELECT istasyon_ismi FROM istasyon WHERE şehir = ""San Jose"""
bisiklet_1	10'dan fazla bisiklete sahip ve San Jose'de olmayan bütün istasyonların isimleri nelerdir?	extra	"SELECT T1.istasyon_ismi FROM istasyon AS T1 JOIN durum AS T2 ON T1.istasyon_no = T2.istasyon_no GROUP BY T2.istasyon_no HAVING avg(mevcut_bisikletler) > 10 EXCEPT SELECT istasyon_ismi FROM istasyon WHERE şehir = ""San Jose"""
bisiklet_1	En düşük enlemdeki istasyonun adı, enlemi ve şehri nedir?	medium	SELECT istasyon_ismi , enlem , şehir FROM istasyon ORDER BY enlem LIMIT 1
bisiklet_1	En güneyde bulunan istasyonun ismi, enlemi ve şehri nedir?	medium	SELECT istasyon_ismi , enlem , şehir FROM istasyon ORDER BY enlem LIMIT 1
bisiklet_1	En yüksek ani rüzgar hızına sahip 3 günün tarihleri, ortalama sıcaklıkları ve nemleri nelerdir?	medium	SELECT tarih , ortalama_sıcaklık_f , ortalama_nem FROM hava_durumu ORDER BY maks_ani_rüzgar_hızı_mils DESC LIMIT 3
bisiklet_1	Maksimum ani rüzgar hızının en yüksek olduğu 3 günün tarihi, ortalama sıcaklığı ve ortalama nemi nedir?	medium	SELECT tarih , ortalama_sıcaklık_f , ortalama_nem FROM hava_durumu ORDER BY maks_ani_rüzgar_hızı_mils DESC LIMIT 3
bisiklet_1	En az 15 istasyona sahip bütün şehirlerin isimlerini ve istasyon sayılarını listele.	medium	SELECT şehir , COUNT(*) FROM istasyon GROUP BY şehir HAVING COUNT(*) >= 15
bisiklet_1	En az 15 istasyona sahip bütün şehirlerin isimleri nelerdir ve kaç tane istasyona sahiplerdir?	medium	SELECT şehir , COUNT(*) FROM istasyon GROUP BY şehir HAVING COUNT(*) >= 15
bisiklet_1	En az 200 tane yolculuğun başlangıç noktası olan istasyonların numaralarını ve isimlerini bul.	medium	SELECT başlangıç_istasyonu_no , başlangıç_istasyonu_ismi FROM gezi GROUP BY başlangıç_istasyonu_ismi HAVING COUNT(*) >= 200
bisiklet_1	En az 200 kez başlangıç olmuş bütün başlangıç istasyonlarının numaraları ve isimleri nelerdir?	medium	SELECT başlangıç_istasyonu_no , başlangıç_istasyonu_ismi FROM gezi GROUP BY başlangıç_istasyonu_ismi HAVING COUNT(*) >= 200
bisiklet_1	Ortalama görüş mesafesi 10'dan az olan posta kodlarını bul.	easy	SELECT zip_kodu FROM hava_durumu GROUP BY zip_kodu HAVING avg(ortalama_görüş_mesafesi_mil) < 10
bisiklet_1	Her posta kodu için ortalama görüş mesafesi 10'un altında olanların tümünü seç.	easy	SELECT zip_kodu FROM hava_durumu GROUP BY zip_kodu HAVING avg(ortalama_görüş_mesafesi_mil) < 10
bisiklet_1	Her şehrin en yüksek istasyonunun enlemine göre azalacak sırada bütün şehirleri listele.	medium	SELECT şehir FROM istasyon GROUP BY şehir ORDER BY max(enlem) DESC
bisiklet_1	En yüksek istasyon enlemine göre azalacak şekilde, bütün şehirlerin isimlerini sırala.	medium	SELECT şehir FROM istasyon GROUP BY şehir ORDER BY max(enlem) DESC
bisiklet_1	Bulut örtüsü oranının en yüksek olduğu 5 tarih hangileridir? Ayrıca bulutlanma oranını da söyle.	medium	SELECT tarih , bulut_örtüsü FROM hava_durumu ORDER BY bulut_örtüsü DESC LIMIT 5
bisiklet_1	En fazla 5 bulut örtüsü oranına sahip tarihler nelerdir ve oranlar nelerdir?	medium	SELECT tarih , bulut_örtüsü FROM hava_durumu ORDER BY bulut_örtüsü DESC LIMIT 5
bisiklet_1	En uzun 3 gezinin kimlikleri ve süreleri nelerdir?	medium	SELECT gezi_no , süre FROM gezi ORDER BY süre DESC LIMIT 3
bisiklet_1	En uzun süren yolculukların numaraları nelerdir ve ne kadar sürmüştür?	medium	SELECT gezi_no , süre FROM gezi ORDER BY süre DESC LIMIT 3
bisiklet_1	Her istasyon için boylamını ve o istasyonda başlamış gezilerin ortalama süresini döndür.	medium	SELECT T1.istasyon_ismi , T1.boylam , avg(T2.süre) FROM istasyon AS T1 JOIN gezi AS T2 ON T1.istasyon_no = T2.başlangıç_istasyonu_no GROUP BY T2.başlangıç_istasyonu_no
bisiklet_1	Her başlangıç istasyonu kimliği için; ismi, boylamı ve orada başlanan gezilerin ortalama süresi nedir?	medium	SELECT T1.istasyon_ismi , T1.boylam , avg(T2.süre) FROM istasyon AS T1 JOIN gezi AS T2 ON T1.istasyon_no = T2.başlangıç_istasyonu_no GROUP BY T2.başlangıç_istasyonu_no
bisiklet_1	Her istasyonun enlemini ve istasyonda sona eren yolculukların minimum süresini bul.	medium	SELECT T1.istasyon_ismi , T1.enlem , min(T2.süre) FROM istasyon AS T1 JOIN gezi AS T2 ON T1.istasyon_no = T2.varış_istasyonu_no GROUP BY T2.varış_istasyonu_no
bisiklet_1	Her varış istasyonu numarası için ismini, enlemini ve orada biten gezilerin minimum süresini bul.	medium	SELECT T1.istasyon_ismi , T1.enlem , min(T2.süre) FROM istasyon AS T1 JOIN gezi AS T2 ON T1.istasyon_no = T2.varış_istasyonu_no GROUP BY T2.varış_istasyonu_no
bisiklet_1	100'den kısa süren bir gezinin başladığı farklı istasyonları sırala.	easy	SELECT DISTINCT başlangıç_istasyonu_ismi FROM gezi WHERE süre < 100
bisiklet_1	100 saatten az süren yolculukların başlangıç istasyonlarının adları nelerdir?	easy	SELECT DISTINCT başlangıç_istasyonu_ismi FROM gezi WHERE süre < 100
bisiklet_1	Maksimum çiy noktası 70'e ulaşmamış bütün zip kolarını bul.	hard	SELECT DISTINCT zip_kodu FROM hava_durumu EXCEPT SELECT DISTINCT zip_kodu FROM hava_durumu WHERE maks_çiy_noktası_f >= 70
bisiklet_1	Maksimum çiy noktası her zaman 70'in altında olan yerlerin farklı posta kodları nelerdir?	hard	SELECT DISTINCT zip_kodu FROM hava_durumu EXCEPT SELECT DISTINCT zip_kodu FROM hava_durumu WHERE maks_çiy_noktası_f >= 70
bisiklet_1	En az ortalama yolculuk süresi kadar süren 94103 posta kodlu yolculukların numarasını bulun.	hard	SELECT gezi_no FROM gezi WHERE süre >= (SELECT avg(süre) FROM gezi WHERE zip_kodu = 94103)
bisiklet_1	En az 94103 zip kodlu geziler kadar sürmüş gezilerin numaralarını bul.	hard	SELECT gezi_no FROM gezi WHERE süre >= (SELECT avg(süre) FROM gezi WHERE zip_kodu = 94103)
bisiklet_1	Ortalama deniz seviyesi basıncı 30.3 ve 31 arasında olan tarihler nelerdir?	easy	SELECT tarih FROM hava_durumu WHERE ortalama_deniz_seviyesi_basıncı_inç BETWEEN 30.3 AND 31
bisiklet_1	Ortalama deniz seviyesi basıncı 30.3 ve 31 arasında olan tarihler nelerdir?	easy	SELECT tarih FROM hava_durumu WHERE ortalama_deniz_seviyesi_basıncı_inç BETWEEN 30.3 AND 31
bisiklet_1	Maksimum sıcaklık ve minimum sıcaklık arasındaki farkın en az olduğu günü bul. Ayrıca farkını bildir.	medium	SELECT tarih , maks_sıcaklık_f - min_sıcaklık_f FROM hava_durumu ORDER BY maks_sıcaklık_f - min_sıcaklık_f LIMIT 1
bisiklet_1	En az sıcaklık aralığı olan günler nelerdir ve bu aralık neydi?	medium	SELECT tarih , maks_sıcaklık_f - min_sıcaklık_f FROM hava_durumu ORDER BY maks_sıcaklık_f - min_sıcaklık_f LIMIT 1
bisiklet_1	12'den fazla bisikletin mevcut olduğu istasyonların numarası ve adı nedir?	medium	SELECT DISTINCT T1.istasyon_no , T1.istasyon_ismi FROM istasyon AS T1 JOIN durum AS T2 ON T1.istasyon_no = T2.istasyon_no WHERE T2.mevcut_bisikletler > 12
bisiklet_1	12'den fazla bisikleti mevcut olan istasyonların numaraları ve isimleri nelerdir?	medium	SELECT DISTINCT T1.istasyon_no , T1.istasyon_ismi FROM istasyon AS T1 JOIN durum AS T2 ON T1.istasyon_no = T2.istasyon_no WHERE T2.mevcut_bisikletler > 12
bisiklet_1	Bana 70'den az ortalama nemi olan ve en az 100 gezinin meydan geldiği yerlerin posta kodunu ver.	hard	SELECT zip_kodu FROM hava_durumu GROUP BY zip_kodu HAVING avg(ortalama_nem) < 70 INTERSECT SELECT zip_kodu FROM gezi GROUP BY zip_kodu HAVING count(*) >= 100
bisiklet_1	Ortalama nem oranı 70'in altında olan ve oradan en az 100 yolculuk yapılan yerlerin posta kodları nelerdir?	hard	SELECT zip_kodu FROM hava_durumu GROUP BY zip_kodu HAVING avg(ortalama_nem) < 70 INTERSECT SELECT zip_kodu FROM gezi GROUP BY zip_kodu HAVING count(*) >= 100
bisiklet_1	Palo Alto şehrinde bulunan ama 100'den fazla kez bitiş noktası olmamış istasyonların isimleri nelerdir?	hard	"SELECT istasyon_ismi FROM istasyon WHERE şehir = ""Palo Alto"" EXCEPT SELECT varış_istasyonu_ismi FROM gezi GROUP BY varış_istasyonu_ismi HAVING count(*) > 100"
bisiklet_1	Palo Alto'da bulunup herhangi bir gezinin bitiş noktası olmayan istasyonların isimleri nelerdir?	hard	"SELECT istasyon_ismi FROM istasyon WHERE şehir = ""Palo Alto"" EXCEPT SELECT varış_istasyonu_ismi FROM gezi GROUP BY varış_istasyonu_ismi HAVING count(*) > 100"
bisiklet_1	Mountain View şehrinden başlayıp Palo Alto şehrinde sona eren kaç seyahat var?	extra	"SELECT count(*) FROM istasyon AS T1 JOIN gezi AS T2 JOIN istasyon AS T3 JOIN gezi AS T4 ON T1.istasyon_no = T2.başlangıç_istasyonu_no AND T2.gezi_no = T4.gezi_no AND T3.istasyon_no = T4.varış_istasyonu_no WHERE T1.şehir = ""Mountain View"" AND T3.şehir = ""Palo Alto"""
bisiklet_1	Kaç tane gezi Mountain View'deki istasyonda başladı ve Palo Alto'dakinde bitti?	extra	"SELECT count(*) FROM istasyon AS T1 JOIN gezi AS T2 JOIN istasyon AS T3 JOIN gezi AS T4 ON T1.istasyon_no = T2.başlangıç_istasyonu_no AND T2.gezi_no = T4.gezi_no AND T3.istasyon_no = T4.varış_istasyonu_no WHERE T1.şehir = ""Mountain View"" AND T3.şehir = ""Palo Alto"""
bisiklet_1	Bütün gezilerin ortalama enlemi ve boylamı nelerdir?	medium	SELECT avg(T1.enlem) , avg(T1.boylam) FROM istasyon AS T1 JOIN gezi AS T2 ON T1.istasyon_no = T2.başlangıç_istasyonu_no
bisiklet_1	Gezilerin başlangıç istasyonlarının ortalama enlem ve boylamı nedir?	medium	SELECT avg(T1.enlem) , avg(T1.boylam) FROM istasyon AS T1 JOIN gezi AS T2 ON T1.istasyon_no = T2.başlangıç_istasyonu_no
kitap_2	Kaç tane kitap var?	easy	SELECT count(*) FROM kitap
kitap_2	Kitapların yazarlarını artan alfabetik sırada listele.	easy	SELECT Yazar FROM kitap ORDER BY Yazar ASC
kitap_2	Kitapların başlıklarını sayı sırasına göre sıralayın.	easy	SELECT Yazar FROM kitap ORDER BY Yazar ASC
